UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,MONTH
04Q,Tradewind Aviation,10146,ABY,10599,BHM,1
04Q,Tradewind Aviation,10154,ACK,12197,HPN,1
04Q,Tradewind Aviation,10185,AEX,13277,MGM,1
04Q,Tradewind Aviation,10257,ALB,12197,HPN,1
04Q,Tradewind Aviation,10257,ALB,15167,TEB,1
04Q,Tradewind Aviation,10397,ATL,15304,TPA,1
04Q,Tradewind Aviation,10434,AVP,10581,BGR,1
04Q,Tradewind Aviation,10540,BED,10472,B21,1
04Q,Tradewind Aviation,10540,BED,10785,BTV,1
04Q,Tradewind Aviation,10540,BED,12197,HPN,1
04Q,Tradewind Aviation,10581,BGR,12197,HPN,1
04Q,Tradewind Aviation,10581,BGR,15167,TEB,1
04Q,Tradewind Aviation,10589,BHB,12197,HPN,1
04Q,Tradewind Aviation,10599,BHM,10721,BOS,1
04Q,Tradewind Aviation,10647,BKL,12197,HPN,1
04Q,Tradewind Aviation,10721,BOS,12953,LGA,1
04Q,Tradewind Aviation,10721,BOS,13398,MMU,1
04Q,Tradewind Aviation,10721,BOS,14648,RUT,1
04Q,Tradewind Aviation,10721,BOS,15167,TEB,1
04Q,Tradewind Aviation,10721,BOS,15356,TTN,1
04Q,Tradewind Aviation,10781,BTR,12951,LFT,1
04Q,Tradewind Aviation,10785,BTV,10529,BDL,1
04Q,Tradewind Aviation,10785,BTV,10540,BED,1
04Q,Tradewind Aviation,10785,BTV,12197,HPN,1
04Q,Tradewind Aviation,10785,BTV,12264,IAD,1
04Q,Tradewind Aviation,10785,BTV,15167,TEB,1
04Q,Tradewind Aviation,10792,BUF,13398,MMU,1
04Q,Tradewind Aviation,10990,CHO,13505,MTN,1
04Q,Tradewind Aviation,11252,DAB,11577,ERI,1
04Q,Tradewind Aviation,11577,ERI,13232,MDW,1
04Q,Tradewind Aviation,11764,FRG,10540,BED,1
04Q,Tradewind Aviation,11764,FRG,15656,VWK,1
04Q,Tradewind Aviation,11789,FTW,15919,XNA,1
04Q,Tradewind Aviation,11823,FWA,14685,SAV,1
04Q,Tradewind Aviation,11827,FXE,10529,BDL,1
04Q,Tradewind Aviation,11842,GAI,15167,TEB,1
04Q,Tradewind Aviation,11862,GBR,13032,LNS,1
04Q,Tradewind Aviation,11899,GFL,12197,HPN,1
04Q,Tradewind Aviation,12197,HPN,10154,ACK,1
04Q,Tradewind Aviation,12197,HPN,10257,ALB,1
04Q,Tradewind Aviation,12197,HPN,10540,BED,1
04Q,Tradewind Aviation,12197,HPN,10721,BOS,1
04Q,Tradewind Aviation,12197,HPN,10785,BTV,1
04Q,Tradewind Aviation,12197,HPN,10821,BWI,1
04Q,Tradewind Aviation,12197,HPN,11899,GFL,1
04Q,Tradewind Aviation,12197,HPN,12250,HYA,1
04Q,Tradewind Aviation,12197,HPN,12323,ILM,1
04Q,Tradewind Aviation,12197,HPN,12587,JZI,1
04Q,Tradewind Aviation,12197,HPN,13832,OGS,1
04Q,Tradewind Aviation,12197,HPN,14027,PBI,1
04Q,Tradewind Aviation,12197,HPN,14275,PTK,1
04Q,Tradewind Aviation,12197,HPN,14539,RKD,1
04Q,Tradewind Aviation,12197,HPN,15356,TTN,1
04Q,Tradewind Aviation,12244,HVN,13541,MVY,1
04Q,Tradewind Aviation,12250,HYA,11764,FRG,1
04Q,Tradewind Aviation,12250,HYA,15167,TEB,1
04Q,Tradewind Aviation,12264,IAD,10647,BKL,1
04Q,Tradewind Aviation,12264,IAD,10785,BTV,1
04Q,Tradewind Aviation,12323,ILM,12264,IAD,1
04Q,Tradewind Aviation,12323,ILM,14182,PNE,1
04Q,Tradewind Aviation,12323,ILM,15030,SUA,1
04Q,Tradewind Aviation,12494,JHW,13541,MVY,1
04Q,Tradewind Aviation,12587,JZI,12197,HPN,1
04Q,Tradewind Aviation,12916,LCI,11764,FRG,1
04Q,Tradewind Aviation,12932,LEB,12197,HPN,1
04Q,Tradewind Aviation,12945,LEX,11789,FTW,1
04Q,Tradewind Aviation,12951,LFT,11540,ELP,1
04Q,Tradewind Aviation,12953,LGA,10721,BOS,1
04Q,Tradewind Aviation,12953,LGA,12494,JHW,1
04Q,Tradewind Aviation,12953,LGA,13296,MHT,1
04Q,Tradewind Aviation,12953,LGA,13731,NPT,1
04Q,Tradewind Aviation,13008,LKP,12197,HPN,1
04Q,Tradewind Aviation,13032,LNS,10540,BED,1
04Q,Tradewind Aviation,13105,LUK,12945,LEX,1
04Q,Tradewind Aviation,13105,LUK,14843,SJU,1
04Q,Tradewind Aviation,13232,MDW,13105,LUK,1
04Q,Tradewind Aviation,13277,MGM,10185,AEX,1
04Q,Tradewind Aviation,13277,MGM,14730,SDF,1
04Q,Tradewind Aviation,13290,MHK,11823,FWA,1
04Q,Tradewind Aviation,13296,MHT,12953,LGA,1
04Q,Tradewind Aviation,13341,MKC,13290,MHK,1
04Q,Tradewind Aviation,13398,MMU,10721,BOS,1
04Q,Tradewind Aviation,13398,MMU,16910,LOW,1
04Q,Tradewind Aviation,13505,MTN,10721,BOS,1
04Q,Tradewind Aviation,13505,MTN,10990,CHO,1
04Q,Tradewind Aviation,13541,MVY,10540,BED,1
04Q,Tradewind Aviation,13541,MVY,12197,HPN,1
04Q,Tradewind Aviation,13541,MVY,12244,HVN,1
04Q,Tradewind Aviation,13541,MVY,12953,LGA,1
04Q,Tradewind Aviation,13541,MVY,15167,TEB,1
04Q,Tradewind Aviation,13832,OGS,12197,HPN,1
04Q,Tradewind Aviation,13987,OXC,11827,FXE,1
04Q,Tradewind Aviation,13987,OXC,13541,MVY,1
04Q,Tradewind Aviation,14112,PIE,14843,SJU,1
04Q,Tradewind Aviation,14182,PNE,12323,ILM,1
04Q,Tradewind Aviation,14182,PNE,15070,SWF,1
04Q,Tradewind Aviation,14255,PSF,14306,PVC,1
04Q,Tradewind Aviation,14275,PTK,15167,TEB,1
04Q,Tradewind Aviation,14306,PVC,14255,PSF,1
04Q,Tradewind Aviation,14307,PVD,15167,TEB,1
04Q,Tradewind Aviation,14648,RUT,10721,BOS,1
04Q,Tradewind Aviation,14685,SAV,10146,ABY,1
04Q,Tradewind Aviation,14730,SDF,13277,MGM,1
04Q,Tradewind Aviation,14730,SDF,15356,TTN,1
04Q,Tradewind Aviation,14843,SJU,12323,ILM,1
04Q,Tradewind Aviation,14843,SJU,13105,LUK,1
04Q,Tradewind Aviation,14843,SJU,14112,PIE,1
04Q,Tradewind Aviation,14843,SJU,15027,STX,1
04Q,Tradewind Aviation,14843,SJU,15167,TEB,1
04Q,Tradewind Aviation,14843,SJU,15626,VQS,1
04Q,Tradewind Aviation,14875,SLK,12197,HPN,1
04Q,Tradewind Aviation,14875,SLK,15167,TEB,1
04Q,Tradewind Aviation,15027,STX,15024,STT,1
04Q,Tradewind Aviation,15070,SWF,10397,ATL,1
04Q,Tradewind Aviation,15167,TEB,10257,ALB,1
04Q,Tradewind Aviation,15167,TEB,10721,BOS,1
04Q,Tradewind Aviation,15167,TEB,10792,BUF,1
04Q,Tradewind Aviation,15167,TEB,11842,GAI,1
04Q,Tradewind Aviation,15167,TEB,12264,IAD,1
04Q,Tradewind Aviation,15167,TEB,13541,MVY,1
04Q,Tradewind Aviation,15167,TEB,14182,PNE,1
04Q,Tradewind Aviation,15167,TEB,14875,SLK,1
04Q,Tradewind Aviation,15304,TPA,13204,MCO,1
04Q,Tradewind Aviation,15356,TTN,12197,HPN,1
04Q,Tradewind Aviation,15356,TTN,14730,SDF,1
04Q,Tradewind Aviation,15356,TTN,15070,SWF,1
04Q,Tradewind Aviation,15548,VA4,15167,TEB,1
04Q,Tradewind Aviation,15626,VQS,14819,SIG,1
04Q,Tradewind Aviation,15626,VQS,14843,SJU,1
04Q,Tradewind Aviation,15628,VRB,14843,SJU,1
04Q,Tradewind Aviation,15656,VWK,11764,FRG,1
04Q,Tradewind Aviation,15879,WVL,10540,BED,1
04Q,Tradewind Aviation,15919,XNA,15548,VA4,1
04Q,Tradewind Aviation,16353,ZXU,12953,LGA,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10135,ABE,10599,BHM,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10136,ABI,10185,AEX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10136,ABI,14683,SAT,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10155,ACT,13290,MHK,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10155,ACT,14122,PIT,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,10466,AZA,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,11150,CSG,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,11540,ELP,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,12206,HRL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,12266,IAH,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,13230,MDT,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,13303,MIA,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,13342,MKE,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,14679,SAN,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,14683,SAT,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,14843,SJU,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10185,AEX,16218,YUM,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10216,AHN,12945,LEX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10257,ALB,11764,FRG,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,12896,LBB,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,13232,MDW,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,13244,MEM,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,14122,PIT,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,15074,SWO,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10423,AUS,15376,TUS,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,10185,AEX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,11150,CSG,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,11292,DEN,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,11540,ELP,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,11995,GSO,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,12206,HRL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,12451,JAX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,13061,LRD,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,13303,MIA,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,13487,MSP,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,14679,SAN,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,14683,SAT,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,16101,YKM,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10466,AZA,16218,YUM,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,BDL,11003,CID,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,BDL,11066,CMH,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,BDL,12339,IND,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,BDL,13232,MDW,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,BDL,13342,MKE,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10529,BDL,15412,TYS,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,10792,BUF,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,11066,CMH,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,11618,EWR,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,11764,FRG,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,11995,GSO,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,12348,INT,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,12892,LAX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,13303,MIA,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,14492,RDU,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,14524,RIC,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10540,BED,15016,STL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10559,BFI,11066,CMH,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10559,BFI,11618,EWR,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10599,BHM,10135,ABE,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10683,BMG,11066,CMH,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10683,BMG,14307,PVD,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10683,BMG,15074,SWO,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,11066,CMH,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,11259,DAL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,11267,DAY,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,12896,LBB,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,13930,ORD,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,14492,RDU,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,15016,STL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10693,BNA,15304,TPA,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10721,BOS,14122,PIT,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10721,BOS,14877,SLN,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10732,BQN,12206,HRL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10732,BQN,13303,MIA,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,10185,AEX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,10693,BNA,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,11111,COU,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,12206,HRL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,12896,LBB,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,12945,LEX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,13290,MHK,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,15153,TCL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,15370,TUL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10781,BTR,15919,XNA,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,10185,AEX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,11618,EWR,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10792,BUF,11764,FRG,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,10135,ABE,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,10155,ACT,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,10540,BED,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,10781,BTR,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,11003,CID,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,11066,CMH,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,11193,CVG,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,12878,LAF,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,13485,MSN,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,14092,PGV,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,14524,RIC,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10821,BWI,16091,YIP,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",10849,BZN,12197,HPN,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11003,CID,10821,BWI,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11003,CID,13342,MKE,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11003,CID,16091,YIP,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11027,CKB,12896,LBB,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11027,CKB,14711,SCE,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,10423,AUS,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,10529,BDL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,10683,BMG,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,10693,BNA,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,10821,BWI,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11067,CMI,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11267,DAY,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11433,DTW,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,11618,EWR,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,12264,IAD,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,12339,IND,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,12348,INT,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,12945,LEX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,13029,LNK,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,13232,MDW,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,13342,MKE,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,13485,MSN,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,13487,MSP,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,14100,PHL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,14107,PHX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,14492,RDU,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11066,CMH,15074,SWO,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,11066,CMH,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,11618,EWR,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,12206,HRL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,12348,INT,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,13029,LNK,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,13487,MSP,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,14122,PIT,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11067,CMI,15919,XNA,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,COU,10781,BTR,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,COU,11423,DSM,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11111,COU,15153,TCL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11150,CSG,10185,AEX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11150,CSG,10466,AZA,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11150,CSG,12206,HRL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,10185,AEX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,10821,BWI,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,11995,GSO,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,12206,HRL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,12264,IAD,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13061,LRD,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13204,MCO,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13232,MDW,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13244,MEM,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13342,MKE,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,13487,MSP,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14100,PHL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14107,PHX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14524,RIC,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14679,SAN,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14683,SAT,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14696,SBN,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,14869,SLC,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,15370,TUL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11193,CVG,16091,YIP,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,11027,CKB,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,11618,EWR,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,14107,PHX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,14122,PIT,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11259,DAL,14492,RDU,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,11618,EWR,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,14107,PHX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,14524,RIC,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11267,DAY,16091,YIP,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,10466,AZA,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,11259,DAL,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11292,DEN,12889,LAS,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11423,DSM,12896,LBB,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11423,DSM,13290,MHK,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,11066,CMH,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,11193,CVG,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,11618,EWR,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11433,DTW,12191,HOU,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,10136,ABI,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,10185,AEX,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,10466,AZA,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,11292,DEN,1
09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11540,ELP,12266,IAH,1
